Has already crawled 0 countries
Fetching data for Afghanistan...
Fetching Afghanistan successfully
Turks and Caicos Islands | Visa not required
American Samoa | Visa required
Guam | Visa required
Northern Mariana Islands | Visa required
Puerto Rico | Visa required
U.S. Virgin Islands | Visa required
Has already crawled 47 countries
Fetching data for Dominican Republic...
Error fetching data for Dominican Republic: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=20)
Has already crawled 47 countries
Fetching data for Dominican Republic...
Error fetching data for Dominican Republic: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=20)
Has already crawled 47 countries
Fetching data for Dominican Republic...
Fetching Dominican Republic successfully
Processing table 1 ...
Afghanistan | Visa required
Albania | Visa required
Algeria | Visa required
Andorra | Visa required
Angola | Visa required
Antigua and Barbuda | Electronic Entry Visa
Argentina | Visa required
Armenia | eVisa / Visa on arrival
Australia | Visa required
Austria | Visa required
Azerbaijan | Visa required
Bahamas | Visa required
Bahrain | eVisa
Bangladesh | Visa on arrival
Barbados | Visa required
Belarus | Visa required
Belgium | Visa required
Belize | Visa not required
Benin | eVisa / Visa on arrival
Bhutan | Visa required
Bolivia | Visa on arrival
Bosnia and Herzegovina | Visa required
Botswana | Visa not required
Brazil | Visa required
Brunei | Visa required
Bulgaria | Visa required
Burkina Faso | Visa required
Burundi | Visa required
Cambodia | eVisa / Visa on arrival
Cameroon | Visa required
Canada | Visa required
Cape Verde | Visa on arrival
Central African Republic | Visa required
Chad | Visa required
Chile | Visa required
China | Visa required
Colombia | Visa not required
Comoros | Visa on arrival
Republic of the Congo | Visa required
Democratic Republic of the Congo | Visa required
Costa Rica | Visa required
C么te d'Ivoire | Visa required
Croatia | Visa required
Cuba | Visa required
Cyprus | Visa required
Czech Republic | Visa required
Denmark | Visa required
Djibouti | eVisa
Dominica | Visa required
Ecuador | Visa not required
Egypt | Visa on arrival
El Salvador | Visa not required
Equatorial Guinea | Visa required
Eritrea | Visa required
Estonia | Visa required
Eswatini | Visa required
Ethiopia | eVisa
Fiji | Visa required
Finland | Visa required
Franceand territories | Visa required
Gabon | eVisa
Gambia | Visa not required
Georgia | Visa not required
Germany | Visa required
Ghana | Visa required
Greece | Visa required
Grenada | Visa not required
Guatemala | Visa not required
Guinea | Visa required
Guinea-Bissau | eVisa / Visa on arrival
Guyana | Visa not required
Haiti | Visa required
Honduras | Visa not required
Hungary | Visa required
Iceland | Visa required
India | e-Visa
Indonesia | Visa not required
Iran | Visa on arrival
Iraq | Visa required
Ireland | Visa required
Israel | Visa not required
Italy | Visa required
Jamaica | Visa required
Japan | Visa not required
Jordan | Visa on arrival
Kazakhstan | Visa required
Kenya | eVisa / Visa on arrival
Kiribati | Visa required
North Korea | Visa required
South Korea | Visa not required
Kuwait | Visa required
Kyrgyzstan | eVisa
Laos | Visa on arrival
Latvia | Visa required
Lebanon | Visa on arrival
Lesotho | eVisa
Liberia | Visa required
Libya | Visa required
Liechtenstein | Visa required
Lithuania | Visa required
Luxembourg | Visa required
Macedonia | Visa required
Madagascar | Visa on arrival
Malawi | Visa on arrival
Malaysia | Visa not required
Maldives | Visa on arrival
Mali | Visa required
Malta | Visa required
Marshall Islands | Visa required
Mauritania | Visa on arrival
Mauritius | Visa on arrival
Mexico | Visa required
Micronesia | Visa not required
Moldova | Visa required
Monaco | Visa required
Mongolia | Visa required
Montenegro | Visa required
Morocco | Visa required
Mozambique | Visa on arrival
Myanmar | Visa required
Namibia | Visa required
Nauru | Visa required
Nepal | Visa on arrival
Netherlands | Visa required
New Zealand | Visa required
Nicaragua | Visa on arrival
Niger | Visa required
Nigeria | Visa required
Norway | Visa required
Oman | Visa required
Pakistan | Visa required
Palau | Visa on arrival
Panama | Visa required
Papua New Guinea | Visa required
Paraguay | Visa required
Peru | Visa not required
Philippines | Visa not required
Poland | Visa required
Portugal | Visa required
Qatar | Visa not required
Romania | Visa required
Russia | Visa required
Rwanda | eVisa / Visa on arrival
Saint Kitts and Nevis | Visa required
Saint Lucia | Visa required
Saint Vincent and the Grenadines | Visa required
Samoa | Entry Permit on arrival
San Marino | Visa required
S茫o Tom茅 and Pr铆ncipe | Visa required
Saudi Arabia | Visa required
Senegal | Visa on arrival
Serbia | Visa required
Seychelles | Visitor's Permit on arrival
Sierra Leone | Visa required
Singapore | Visa not required
Slovakia | Visa required
Slovenia | Visa required
Solomon Islands | Visitor's permit on arrival
Somalia | Visa on arrival
South Africa | Visa required
South Sudan | Visa required
Spain | Visa required
Sri Lanka | eVisa / Visa on arrival
Sudan | Visa required
Suriname | Tourist Card on arrival
Sweden | Visa required
Switzerland | Visa required
Syria | Visa required
Tajikistan | eVisa
Tanzania | eVisa / Visa on arrival
Thailand | Visa required
Timor-Leste | Visa on arrival
Togo | Visa on arrival
Tonga | Visa required
Trinidad and Tobago | Visa not required
Tunisia | Visa required
Turkey | eVisa
Turkmenistan | Visa required
Tuvalu | Visa on arrival
Uganda | eVisa / Visa on arrival
Ukraine | eVisa
United Arab Emirates | Visa required
United Kingdom | Visa required
United States | Visa required
Uruguay | Visa required
Uzbekistan | Visa required
Vanuatu | Visa required
Vatican City | Visa required
Venezuela | Visa required
Vietnam | Visa required
Yemen | Visa required
Zambia | eVisa
Zimbabwe | eVisa / Visa on arrival
Processing table 2 ...
Visitor to | Visa requirement
British Indian Ocean Territory | Special permit required
EritreaoutsideAsmara | Travel permit required
Ascension Island | eVisa
Saint Helena | eVisa
Tristan da Cunha | Permission required
Western Sahara | Undefined visa regime
R茅union | Visa required
Somaliland | Visa on arrival
Sudan | Travel permit required
Darfur | Travel permit required
Visitor to | Visa requirement
Hong Kong | Visa not required
Kazakhstan | Special permission required
Kish Island | Visa not required
Macau | Visa on Arrival
SabahandSarawak | Visa required
Maldives | Permission required
Palestine | Visa not required
Taiwan | Visa not required
Gorno-Badakhshan Autonomous Province | OIVR permit required
Tibet Autonomous Region | TTP required
Korean Demilitarised Zone | Restricted zone.
UNDOF ZoneandGhajar | Restricted zone.
Yemen | Special permission required
Visitor to | Visa requirement
Anguilla | Visa required
Aruba | Visa required
Bermuda | Visa required
Bonaire,St. EustatiusandSaba | Visa required
British Virgin Islands | Visa required
Cayman Islands | Visa required
Curacao | Visa required
French Guiana | Visa required
French West Indies | Visa required
Greenland | Visa required
Montserrat | Visa not required
Puerto Rico | Visa required
Saint Pierre and Miquelon | Visa required
Sint Maarten | Visa required
Turks and Caicos Islands | Visa required
U.S. Virgin Islands | Visa required
Visitor to | Visa requirement
Abkhazia | Visa required
Mount Athos | Special permit required
Crimea | Visa required
Turkish Republic of Northern Cyprus | Visa not required
UN Buffer Zone in Cyprus | Access Permit required
Faroe Islands | Visa required
Gibraltar | Visa required
Guernsey | Visa required
Isle of Man | Visa required
Jan Mayen | Permit required
Jersey | Visa required
Kosovo | Visa required
Nagorno-Karabakh Republic | Visa required
Novorossiya | Restricted area
Russia | Special authorization required
South Ossetia | Visa not required
Svalbard | Visa not required
Transnistria | Visa not required
Visitor to | Visa requirement
Ashmore and Cartier Islands | Special authorisation required
Clipperton Island | Special permit required
Cook Islands | Visa not required
Lau Province | Special permission required
French Polynesia | Visa required
Guam | Visa required
Niue | Visa on arrival
Pitcairn Islands | Visa not required
United States Minor Outlying Islands | Special permits required
Visitor to | Visa requirement
Gal谩pagos | Pre-registration required
Visitor to | Visa requirement
Falkland Islands | Visa required
South Georgia and the South Sandwich Islands | Permit required
Antarctica | 
Has already crawled 48 countries
Fetching data for Ecuador...
Fetching Ecuador successfully
Hong Kong | Visa free for Hong Kong for 90 days.
Processing table 1 ...
Afghanistan | Visa required
Albania | Visa required
Algeria | Visa required
Andorra | Visa required
Angola | Visa required
Antigua and Barbuda | Electronic Entry Visa
Argentina | Visa not required
Armenia | eVisa / Visa on arrival
Australia | Visa required
Austria | Visa required
Azerbaijan | eVisa
Bahamas | Visa not required
Bahrain | eVisa / Visa on arrival
Bangladesh | Visa on arrival
Barbados | Visa required
Belarus | Visa not required
Belgium | Visa required
Belize | Visa not required
Benin | eVisa / Visa on arrival
Bhutan | Visa required
Bolivia | Visa not required
Bosnia and Herzegovina | Visa required
Botswana | Visa required
Brazil | Visa not required
Brunei | Visa required
Bulgaria | Visa required
Burkina Faso | Visa on arrival
Burundi | Visa required
Cambodia | eVisa / Visa on arrival
Cameroon | Visa required
Canada | Visa required
Cape Verde | Visa on arrival
Central African Republic | Visa required
Chad | Visa required
Chile | Visa not required
China | Visa not required
Colombia | Visa not required
Comoros | Visa on arrival
Republic of the Congo | Visa required
Democratic Republic of the Congo | Visa required
Costa Rica | Visa required
C么te d'Ivoire | Visa required
Croatia | Visa required
Cuba | Tourist Card required
Cyprus | Visa required
Czech Republic | Visa required
Denmark | Visa required
Djibouti | eVisa
Dominica | Visa not required
Dominican Republic | Visa not required
Egypt | Visa on arrival
El Salvador | Visa not required
Equatorial Guinea | Visa required
Eritrea | Visa required
Estonia | Visa required
Eswatini | Visa required
Ethiopia | eVisa
Fiji | Visa required
Finland | Visa required
France | Visa required
Gabon | eVisa
Gambia | Visa required
Georgia | Visa not required
Germany | Visa required
Ghana | Visa required
Greece | Visa required
Grenada | Visa required
Guatemala | Visa required
Guinea | Visa required
Guinea-Bissau | eVisa / Visa on arrival
Guyana | Visa not required
Haiti | Visa not required
Honduras | Visa not required
Hungary | Visa required
Iceland | Visa required
India | e-Visa
Indonesia | Visa not required
Iran | Visa on arrival
Iraq | Visa required
Ireland | Visa required
Israel | Visa not required
Italy | Visa required
Jamaica | Visa not required
Japan | Visa required
Jordan | Visa on arrival
Kazakhstan | Visa not required
Kenya | eVisa / Visa on arrival
Kiribati | Visa required
North Korea | Visa required
South Korea | Visa not required
Kuwait | Visa required
Kyrgyzstan | eVisa
Laos | Visa on arrival
Latvia | Visa required
Lebanon | Visa required
Lesotho | eVisa
Liberia | Visa required
Libya | Visa required
Liechtenstein | Visa required
Lithuania | Visa required
Luxembourg | Visa required
Macedonia | Visa required
Madagascar | Visa on arrival
Malawi | Visa on arrival
Malaysia | Visa not required
Maldives | Visa on arrival
Mali | Visa required
Malta | Visa required
Marshall Islands | Visa required
Mauritania | Visa on arrival
Mauritius | Visa on arrival
Mexico | Visa not required
Micronesia | Visa not required
Moldova | Visa not required
Monaco | Visa required
Mongolia | Visa required
Montenegro | Visa not required
Morocco | Visa required
Mozambique | Visa on arrival
Myanmar | eVisa
Namibia | Visa required
Nauru | Visa required
Nepal | Visa on arrival
Netherlands | Visa required
New Zealand | Visa required
Nicaragua | Visa not required
Niger | Visa required
Nigeria | Visa required
Norway | Visa required
Oman | eVisa
Pakistan | Visa required
Palau | Visa on arrival
Panama | Visa not required
Papua New Guinea | eVisa / Free visa on arrival
Paraguay | Visa not required
Peru | Visa not required
Philippines | Visa not required
Poland | Visa required
Portugal | Visa required
Qatar | Visa not required
Romania | Visa required
Russia | Visa not required
Rwanda | eVisa / Visa on arrival
Saint Kitts and Nevis | Visa not required
Saint Lucia | Visa on arrival
Saint Vincent and the Grenadines | Visa not required
Samoa | Entry Permit on arrival
San Marino | Visa required
S茫o Tom茅 and Pr铆ncipe | e-Visa
Saudi Arabia | Visa required
Senegal | Visa required
Serbia | Visa required
Seychelles | Visitor's Permit on arrival
Sierra Leone | Visa required
Singapore | Visa not required
Slovakia | Visa required
Slovenia | Visa required
Solomon Islands | Visitor's permit on arrival
Somalia | Visa on arrival
South Africa | Visa not required
South Sudan | Visa required
Spain | Visa required
Sri Lanka | eVisa / Visa on arrival
Sudan | Visa required
Suriname | Tourist Card on arrival
Sweden | Visa required
Switzerland | Visa required
Syria | Visa required
Tajikistan | eVisa
Tanzania | eVisa / Visa on arrival
Thailand | Visa required
Timor-Leste | Visa on arrival
Togo | Visa on arrival
Tonga | Visa required
Trinidad and Tobago | Visa not required
Tunisia | Visa required
Turkey | Visa not required
Turkmenistan | Visa required
Tuvalu | Visa on arrival
Uganda | eVisa / Visa on arrival
Ukraine | eVisa
United Arab Emirates | Visa required
United Kingdom | Visa required
United States | Visa required
Uruguay | Visa not required
Uzbekistan | Visa required
Vanuatu | Visa not required
Vatican City | Visa required
Venezuela | Visa not required
Vietnam | Visa required
Yemen | Visa required
Zambia | eVisa / Visa on arrival
Zimbabwe | eVisa / Visa on arrival
Processing table 2 ...
Kosovo | Visa required
Palestine | Visa not required
Taiwan | eVisa
Has already crawled 49 countries
Fetching data for Egypt...
Fetching Egypt successfully
Processing table 1 ...
Afghanistan | Visa required
Albania | Visa required
Algeria | Visa required
Andorra | Visa required
Angola | Visa required
Antigua and Barbuda | Electronic Entry Visa
Argentina | Visa required
Armenia | Visa required
Australiaand territories | Visa required
Austria | Visa required
Azerbaijan | Visa required
Bahamas | Visa required
Bahrain | eVisa
Bangladesh | Visa required
Barbados | Visa required
Belarus | Visa required
Belgium | Visa required
Belize | Visa required
Benin | Visa not required
Bhutan | Visa required
Bolivia | Visa on arrival
Bosnia and Herzegovina | Visa required
Botswana | Visa required
Brazil | Visa required
Brunei | Visa required
Bulgaria | Visa required
Burkina Faso | Visa on arrival
Burundi | Visa required
Cambodia | eVisa / Visa on arrival
Cameroon | Visa required
Canada | Visa required
Cape Verde | Visa on arrival
Central African Republic | Visa required
Chad | Visa required
Chile | Visa required
China | Visa required
Colombia | Visa required
Comoros | Visa on arrival
Republic of the Congo | Visa required
Democratic Republic of the Congo | Visa required
Costa Rica | Visa required
C么te d'Ivoire | eVisa
Croatia | Visa required
Cuba | tourist card required
Cyprus | Visa required
Czech Republic | Visa required
Denmark | Visa required
Djibouti | eVisa
Dominica | Visa not required
Dominican Republic | Visa required
Ecuador | Visa not required
El Salvador | Visa required
Equatorial Guinea | Visa required
Eritrea | Visa required
Estonia | Visa required
Eswatini | Visa required
Ethiopia | eVisa / Visa on arrival
Fiji | Visa required
Finland | Visa required
France | Visa required
Gabon | eVisa
Gambia | Visa required
Georgia | eVisa
Germany | Visa required
Ghana | Visa on arrival
Greece | Visa required
Grenada | Visa required
Guatemala | Visa required
Guinea | Visa not required
Guinea-Bissau | eVisa / Visa on arrival
Guyana | Visa required
Haiti | Visa not required
Honduras | Visa required
Hungary | Visa required
Iceland | Visa required
India | Visa required
Indonesia | Visa not required
Iran | Visa not required
Iraq | Visa required
Ireland | Visa required
Israel | Visa required
Italy | Visa required
Jamaica | Visa required
Japan | Visa required
Jordan | Visa not required
Kazakhstan | Visa required
Kenya | eVisa / Visa on arrival
Kiribati | Visa required
North Korea | Visa required
South Korea | Visa required
Kuwait | Visa required
Kyrgyzstan | eVisa
Laos | Visa on arrival
Latvia | Visa required
Lebanon | Visa required
Lesotho | eVisa
Liberia | Visa required
Libya | Visa required
Liechtenstein | Visa required
Lithuania | Visa required
Luxembourg | Visa required
Macedonia | Visa required
Madagascar | Visa on arrival
Malawi | Visa required
Malaysia | Visa not required
Maldives | Visa on arrival
Mali | Visa required
Malta | Visa required
Marshall Islands | Visa on arrival
Mauritania | Visa on arrival
Mauritius | Visa not required
Mexico | Visa required
Micronesia | Visa not required
Moldova | Visa required
Monaco | Visa required
Mongolia | Visa required
Montenegro | Visa required
Morocco | Visa required
Mozambique | Visa on arrival
Myanmar | eVisa
Namibia | Visa required
Nauru | Visa required
Nepal | Visa on arrival
Netherlands | Visa required
New Zealand | Visa required
Nicaragua | Visa on arrival
Niger | Visa required
Nigeria | Visa required
Norway | Visa required
Oman | Visa required
Pakistan | Visa required
Palau | Visa on arrival
Panama | Visa required
Papua New Guinea | Visa required
Paraguay | Visa required
Peru | Visa required
Philippines | Visa required
Poland | Visa required
Portugal | Visa required
Qatar | Visa required
Romania | Visa required
Russia | Visa required
Rwanda | eVisa / Visa on arrival
Saint Kitts and Nevis | Visa not required
Saint Lucia | Visa required
Saint Vincent and the Grenadines | Visa not required
Samoa | Entry Permit on arrival
San Marino | Visa required
S茫o Tom茅 and Pr铆ncipe | eVisa
Saudi Arabia | Visa required
Senegal | Visa on arrival
Serbia | Visa required
Seychelles | Visitor's Permit on arrival
Sierra Leone | Visa required
Singapore | Visa required
Slovakia | Visa required
Slovenia | Visa required
Solomon Islands | Visa required
Somalia | Visa on arrival
South Africa | Visa required
South Sudan | Visa required
Spain | Visa required
Sri Lanka | Visa required
Sudan | Visa not required
Suriname | Visa required
Sweden | Visa required
Switzerland | Visa required
Syria | Visa required
Tajikistan | eVisa
Tanzania | eVisa / Visa on arrival
Thailand | Visa required
Timor-Leste | Visa on arrival
Togo | Visa on arrival
Tonga | Visa required
Trinidad and Tobago | Visa required
Tunisia | Visa required
Turkey | Visa required
Turkmenistan | Visa required
Tuvalu | Visa on arrival
Uganda | eVisa / Visa on arrival
Ukraine | Visa required
United Arab Emirates | Visa required
United KingdomandCrown dependencies | Visa required
United States | Visa required
Uruguay | Visa required
Uzbekistan | Visa required
Vanuatu | Visa required
Vatican City | Visa required
Venezuela | Visa required
Vietnam | Visa required
Yemen | Visa on arrival
Zambia | eVisa
Zimbabwe | eVisa / Visa on arrival
Processing table 2 ...
Abkhazia | Visa required
Kosovo | Visa required
Northern Cyprus | Visa not required
Artsakh | Visa required
Palestine | Visa not required
Sahrawi Arab Democratic Republic | 
Somaliland | Visa on arrival
South Ossetia | Visa not required
Taiwan | Visa required
Transnistria | Visa not required
Processing table 3 ...
Hong Kong | Visa not required
Macau | Visa not required
Faroe Islands | Visa required
Greenland | Visa required
French Guiana | Visa required
French Polynesia | Visa required
French West Indies | Visa required
Mayotte | Visa required
New Caledonia | Visa required
R茅union | Visa required
Saint Pierre and Miquelon | Visa required
Wallis and Futuna | Visa required
Aruba | Visa required
Caribbean Netherlands | Visa required
Cura莽ao | Visa required
Sint Maarten | Visa required
Cook Islands | Visa not required
Niue | Visa not required
Tokelau | Visa required
Akrotiri and Dhekelia | Visa required
Anguilla | Visa required
Bermuda | Visa required
British Indian Ocean Territory | Special permit required
British Virgin Islands | Visa required
Cayman Islands | Visa required
Falkland Islands | Visa required
Gibraltar | Visa required
Montserrat | eVisa
Pitcairn Islands | Visa not required
Ascension Island | eVisa
Saint Helena | eVisa
Tristan da Cunha | Permission required
South Georgia and the South Sandwich Islands | Permit required
Turks and Caicos Islands | Visa required
American Samoa | Visa required
Guam | Visa required
Northern Mariana Islands | Visa required
Puerto Rico | Visa required
U.S. Virgin Islands | Visa required
Has already crawled 50 countries
Fetching data for El Salvador...
Fetching El Salvador successfully
Processing table 1 ...
Afghanistan | Visa required
Albania | Visa not required
Algeria | Visa required
Andorra | Visa not required
Angola | Visa required
Antigua and Barbuda | eVisa
Argentina | Visa not required
Armenia | eVisa / Visa on arrival
Australia | Visa required
Austria | Visa not required
Azerbaijan | Visa required
Bahamas | Visa not required
Bahrain | eVisa / Visa on arrival
Bangladesh | Visa on arrival
Barbados | Visa not required
Belarus | Visa not required
Belgium | Visa not required
Belize | Visa not required
Benin | eVisa
Bhutan | eVisa
Bolivia | Online Visa / Visa on arrival
Bosnia and Herzegovina | Visa not required
Botswana | eVisa
Brazil | Visa not required
Brunei | Visa required
Bulgaria | Visa not required
Burkina Faso | eVisa
Burundi | Visa on arrival
Cambodia | eVisa / Visa on arrival
Cameroon | eVisa
Canada | Visa required
Cape Verde | Visa on arrival
Central African Republic | Visa required
Chad | Visa required
Chile | Visa not required
China | Visa required
Colombia | Visa not required
Comoros | Visa on arrival
Republic of the Congo | Visa required
Democratic Republic of the Congo | eVisa
Costa Rica | Visa not required
C么te d'Ivoire | eVisa
Croatia | Visa not required
Cuba | Tourist card required
Cyprus | Visa not required
Czech Republic | Visa not required
Denmark | Visa not required
Djibouti | eVisa
Dominica | Visa not required
Dominican Republic | Visa not required
Ecuador | Visa not required
Egypt | Visa required
Equatorial Guinea | eVisa
Eritrea | Visa required
Estonia | Visa not required
Eswatini | Visa required
Ethiopia | eVisa
Fiji | Visa required
Finland | Visa not required
Franceand territories | Visa not required
Gabon | eVisa
Gambia | Visa required
Georgia | Visa not required
Germany | Visa not required
Ghana | Visa required
Greece | Visa not required
Grenada | Visa not required
Guatemala | Visa not required
Guinea | eVisa
Guinea-Bissau | Visa on arrival
Guyana | Visa required
Haiti | Visa not required
Honduras | Visa not required
Hungary | Visa not required
Iceland | Visa not required
India | eVisa
Indonesia | Visa required
Iran | eVisa
Iraq | Visa required
Ireland | Visa not required
Israel | Visa not required
Italy | Visa not required
Jamaica | Visa not required
Japan | Visa not required
Jordan | eVisa / Visa on arrival
Kazakhstan | eVisa
Kenya | Electronic Travel Authorisation
Kiribati | Visa not required
North Korea | Visa required
South Korea | Electronical Travel Authorization
Kuwait | Visa required
Kyrgyzstan | eVisa
Laos | eVisa / Visa on arrival
Latvia | Visa not required
Lebanon | Visa required
Lesotho | eVisa
Liberia | Visa required
Libya | eVisa
Liechtenstein | Visa not required
Lithuania | Visa not required
Luxembourg | Visa not required
Madagascar | Visa on arrival
Malawi | eVisa / visa on arrival
Malaysia | Visa not required
Maldives | Free visa on arrival
Mali | Visa required
Malta | Visa not required
Marshall Islands | Visa required
Mauritania | Visa on arrival
Mauritius | Visa on arrival
Mexico | Visa required
Micronesia | Visa not required
Moldova | Visa not required
Monaco | Visa not required
Mongolia | eVisa
Montenegro | Visa not required
Morocco | Visa required
Mozambique | eVisa / Visa on arrival
Myanmar | Visa required
Namibia | Visa required
Nauru | Visa required
Nepal | Online Visa / Visa on arrival
Netherlands | Visa not required
New Zealand | Visa required
Nicaragua | Visa not required
Niger | Visa required
Nigeria | eVisa
North Macedonia | Visa not required
Norway | Visa not required
Oman | Visa not required
Pakistan | Online Visa
Palau | Free visa on arrival
Panama | Visa not required
Papua New Guinea | eVisa
Paraguay | Visa not required
Peru | Visa not required
Philippines | Visa not required
Poland | Visa not required
Portugal | Visa not required
Qatar | eVisa
Romania | Visa not required
Russia | Visa not required
Rwanda | eVisa / Visa on arrival
Saint Kitts and Nevis | Visa not required
Saint Lucia | Visa on arrival
Saint Vincent and the Grenadines | Visa not required
Samoa | Visa not required
San Marino | Visa not required
S茫o Tom茅 and Pr铆ncipe | eVisa
Saudi Arabia | Visa required
Senegal | Visa on arrival
Serbia | Visa required
Seychelles | Electronic Border System
Sierra Leone | eVisa
Singapore | Visa not required
Slovakia | Visa not required
Slovenia | Visa not required
Solomon Islands | Visa required
Somalia | Visa on arrival
South Africa | Visa required
South Sudan | eVisa
Spain | Visa not required
Sri Lanka | eVisa / Visa on arrival
Sudan | Visa required
Suriname | Visa not required
Sweden | Visa not required
Switzerland | Visa not required
Syria | Visa required
Tajikistan | eVisa
Tanzania | eVisa / Visa on arrival
Thailand | eVisa / Visa on arrival
Timor-Leste | Visa on arrival
Togo | eVisa
Tonga | Visa required
Trinidad and Tobago | Visa not required
Tunisia | Visa required
Turkey | Visa not required
Turkmenistan | Visa required
Tuvalu | Visa on arrival
Uganda | eVisa
Ukraine | Visa required
United Arab Emirates | Visa not required
United Kingdom | Visa required
United States | Visa required
Uruguay | Visa not required
Uzbekistan | Visa not required
Vanuatu | Visa required
Vatican City | Visa not required
Venezuela | Visa required
Vietnam | eVisa
Yemen | Visa required
Zambia | visa on arrival / eVisa
Zimbabwe | Visa on arrival
Processing table 2 ...
Kosovo | Visa not required
Taiwan | Visa required
Processing table 3 ...
Hong Kong | Visa not required
Macau | Visa on arrival
Faroe Islands | Visa not required
Greenland | Visa not required
French Guiana | Visa not required
French Polynesia | Visa not required
French West Indies | Visa not required
Mayotte | Visa not required
New Caledonia | Visa not required
R茅union | Visa not required
Saint Pierre and Miquelon | Visa not required
Wallis and Futuna | Visa not required
Aruba | Visa not required
Caribbean Netherlands | Visa not required
Cura莽ao | Visa not required
Sint Maarten | Visa not required
Cook Islands | Visa not required
Niue | Visa required
Tokelau | Visa required
Akrotiri and Dhekelia | Visa required
Anguilla | Visa not required
Bermuda | Visa not required
British Indian Ocean Territory | Special permit required
British Virgin Islands | Visa not required
Cayman Islands | Visa not required
Falkland Islands | Visa required
Gibraltar | Visa not required
Montserrat | Visa not required
Pitcairn Islands | Visa not required
Ascension Island | eVisa
Saint Helena | Visitor's Pass required
Tristan da Cunha | Permission required
South Georgia and the South Sandwich Islands | Permit required
Turks and Caicos Islands | Visa not required
American Samoa | Visa required
Guam | Visa required
Northern Mariana Islands | Visa required
Puerto Rico | Visa required
U.S. Virgin Islands | Visa required
Processing table 4 ...
BelarusBelovezhskaya Pushcha National Park | Visa not required
ChinaHainan | Visa on arrival
ChinaTibet Autonomous Region | TTP required
Crimea | Visa required
EcuadorGal谩pagos | Pre-registration required
EritreaoutsideAsmara | Travel permit required
GreeceMount Athos | Special permit required
IndiaPAP/RAP | PAP/RAP required
IranKish Island | Visa not required
Iraqi Kurdistan | Visa on arrival
FijiLau Province | Special permission required
FranceClipperton Island | Special permit required
Kazakhstan | Special permission required
North KoreaoutsidePyongyang | Special permit required
MalaysiaSabahandSarawak | Visa not required
MaldivesoutsideMal茅 | Permission required
NorwayJan Mayen | Permit required
Novorossiya | Restricted area
Russia | Special authorization required
SudanoutsideKhartoum | Travel permit required
SudanDarfur | Travel permit required
TajikistanGorno-Badakhshan Autonomous Province | OIVR permit required
UN Buffer Zone in Cyprus | Access Permit required
Korean Demilitarized Zone | Restricted zone.
UNDOF ZoneandGhajar | Restricted zone.
United States Minor Outlying Islands | Special permits required
VenezuelaMargarita Island | Visa not required
VietnamPh煤 Qu峄慶 | Visa not required
YemenoutsideSana鈥檃orAden | Special permission required
Has already crawled 51 countries
Fetching data for Equatorial Guinea...
Fetching Equatorial Guinea successfully
Processing table 1 ...
Afghanistan | Visa required
Albania | Visa required
Algeria | Visa required
Andorra | Visa required
Angola | eVisa
Antigua and Barbuda | Electronic Entry Visa
Argentina | Visa required
Armenia | Visa required
Australiaand territories | Visa required
Austria | Visa required
Azerbaijan | Visa required
Bahamas | Visa required
Bahrain | Visa required
Bangladesh | Visa on arrival
Barbados | Visa required
Belarus | Visa required
Belgium | Visa required
Belize | Visa required
Benin | Visa not required
Bhutan | Visa required
Bolivia | Visa on arrival
Bosnia and Herzegovina | Visa required
Botswana | Visa required
Brazil | Visa required
Brunei | Visa required
Bulgaria | Visa required
Burkina Faso | Visa required
Burundi | Visa required
Cambodia | eVisa / Visa on arrival
Cameroon | Visa not required
Canada | Visa required
Cape Verde | Visa on arrival
Central African Republic | Visa not required
Chad | Visa not required
Chile | Visa required
China | Visa required
Colombia | Visa required
Comoros | Visa on arrival
Republic of the Congo | Visa not required
Democratic Republic of the Congo | Visa required
Costa Rica | Visa required
C么te d'Ivoire | Visa required
Croatia | Visa required
Cuba | Visa required
Cyprus | Visa required
Czech Republic | Visa required
Denmark | Visa required
Djibouti | eVisa
Dominica | Visa not required
Dominican Republic | Visa required
Ecuador | Visa not required
Egypt | Visa required
El Salvador | Visa required
Eritrea | Visa required
Estonia | Visa required
Eswatini | Visa required
Ethiopia | eVisa / Visa on arrival
Fiji | Visa required
Finland | Visa required
France | Visa required
Gabon | Visa not required
Gambia | Visa required
Georgia | eVisa
Germany | Visa required
Ghana | Visa on arrival
Greece | Visa required
Grenada | Visa required
Guatemala | Visa required
Guinea | Visa required
Guinea-Bissau | eVisa / Visa on arrival
Guyana | Visa required
Haiti | Visa not required
Honduras | Visa required
Hungary | Visa required
Iceland | Visa required
India | eVisa
Indonesia | Visa not required
Iran | Visa on arrival
Iraq | Visa required
Ireland | Visa required
Israel | Visa required
Italy | Visa required
Jamaica | Visa required
Japan | Visa required
Jordan | Visa required
Kazakhstan | Visa required
Kenya | eVisa
Kiribati | Visa required
North Korea | Visa required
South Korea | Visa required
Kuwait | Visa required
Kyrgyzstan | eVisa
Laos | Visa on arrival
Latvia | Visa required
Lebanon | Visa required
Lesotho | eVisa
Liberia | Visa required
Libya | Visa required
Liechtenstein | Visa required
Lithuania | Visa required
Luxembourg | Visa required
Macedonia | Visa required
Madagascar | Visa on arrival
Malawi | Visa on arrival
